oracle_joint,oracle_dec,oracle_delta,oracle_pct,est_joint,est_dec,est_delta,est_pct,pehe_joint,pehe_dec,lambda,seed
74.531329443264,66.90449043823956,7.626839005024436,10.233064487103062,28.885189426513403,28.524551494092382,0.36063793242102093,1.2485219573806752,14.095261735989931,10.815346836394076,0.5,8
74.44651001104893,66.88606248944582,7.560447521603109,10.155543249080488,28.711497866954474,28.55912949194596,0.15236837500851408,0.5306876559160036,14.172599081840977,10.902478778010154,0.5,9
74.15945455573672,66.50127966861034,7.658174887126378,10.326633243197133,28.82768435476033,28.700494841649462,0.12718951311086713,0.4412061390212366,14.114462032661807,10.852593013812443,0.5,10
74.25912824453911,66.66433626566935,7.594791978869765,10.227418713911812,28.798542913191014,28.512530796608296,0.2860121165827181,0.993147873643676,14.073084461673984,10.799869740678826,0.5,11
74.13420317920426,66.44472266348404,7.68948051572022,10.37237899102048,28.682720217058055,28.620131107464047,0.06258910959400765,0.21821190291702158,14.159938594269585,10.901924152313448,0.5,12
74.61066359706986,66.91298285873344,7.697680738336416,10.317132119219915,28.85064091866992,28.654133283393495,0.19650763527642567,0.6811205194033004,14.077319232740415,10.799754706977415,0.5,13
74.8070621004559,66.9695264179382,7.8375356825176965,10.476999714268866,29.122332957001145,28.863492062165285,0.2588408948358598,0.888805492396629,14.26051213115947,11.028129927359108,0.5,14
74.40599368137795,66.30064300195684,8.105350679421107,10.893410971876696,28.655348803210394,28.40715714064941,0.24819166256098413,0.8661268242289832,14.215744193173048,10.995556450067111,0.5,15
75.39640428542918,67.72189010067834,7.674514184750848,10.178886191571333,29.314897065073023,28.998257094094594,0.31663997097842866,1.080133320187184,14.386151471870878,11.178185437208889,0.5,16
74.56892182063957,66.72845468712568,7.840467133513897,10.514389831694967,28.909705387138914,28.457539648213732,0.4521657389251814,1.5640620783577297,14.27146025326462,11.053610033636302,0.5,17
74.8098861353161,66.89111173405246,7.918774401263647,10.585197773112727,29.03693885337714,28.442703372014794,0.5942354813623467,2.0464811541015253,14.313243699779308,11.097279387733591,0.5,18
74.82987914096022,66.92321722002598,7.906661920934241,10.566182936150579,28.91695278975832,28.6834384220681,0.23351436769021916,0.8075344915765961,14.34178430294186,11.117793205579222,0.5,19
75.9948994724508,67.74199063271564,8.252908839735156,10.85981940502066,30.115327998127214,29.04417059885694,1.0711573992702732,3.556851180026614,14.31249157069334,11.04086422157271,0.75,0
